budget,revenue,original_title,director,keywords,runtime,genres,production_companies,vote_count,vote_average,release_year
0,0,The Haunting,Robert Wise,alcohol|haunted house|supernatural powers|disappearance|orphan,112,Mystery|Horror|Thriller,Argyle Enterprises|Metro-Goldwyn-Mayer (MGM),53,6.7,1963
0,0,Lord of the Flies,Peter Brook,child murderer|deserted island|dead children|south sea island|all male cast,92,Adventure|Drama|Foreign|Thriller,Two Arts Ltd.,89,6.4,1963
0,0,Irma la Douce,Billy Wilder,paris|prostitute|pimp|love of one's life|red-light disctrict,135,Comedy|Romance,The Mirisch Corporation|Phalanx Productions,29,6.8,1963
0,0,Murder at the Gallop,George Pollock,amateur detective|heart attack|horseback riding|testament|barn,81,Drama|Thriller|Crime|Mystery|Comedy,Metro-Goldwyn-Mayer (MGM),10,5.4,1963
750000,0,The Day of the Triffids,Freddie Francis|Steve Sekely,london|based on novel|plants|giant plant|alien life-form,94,Horror|Science Fiction|Thriller,Allied Artists Pictures|Security Pictures Ltd.,22,6.0,1963
0,0,Hud,Martin Ritt,ranchers|rancher,112,Action|Drama|Western,Paramount Pictures,24,7.0,1963
1000000,0,Tom Jones,Tony Richardson,from rags to riches|tutor|squire,128,Adventure|Comedy|History|Romance,Woodfall Film Productions,16,5.4,1963
0,0,The Raven,Roger Corman,raven,86,Comedy|Fantasy|Horror,Alta Vista Productions,20,5.9,1963
0,0,Donovan's Reef,John Ford,birthday|half-brother|priest|mission clinic|polynesia,109,Adventure|Comedy|Romance,Paramount Pictures,14,6.0,1963
0,0,Shock Corridor,Samuel Fuller,journalist|insane asylum|independent film,101,Drama|Mystery|Thriller,Leon Fromkess-Sam Firks Productions|Allied Artists Pictures,25,5.9,1963
17000000,10000000,55 Days at Peking,Nicholas Ray|Guy Green,siege|epic|beijing,154,Action|Drama|History,Allied Artists Pictures|Samuel Bronston Productions,18,5.6,1963
0,0,The Terror,Roger Corman|Francis Ford Coppola|Monte Hellman|Jack Hill |Jack Nicholson,castle|baron|gothic,81,Horror|Thriller,the filmgroup,10,5.0,1963
0,0,Le Feu follet,Louis Malle,paris|suicide|alcohol|melancholy|independent film,108,Drama|Foreign,Nouvelles Ã‰ditions de Films (NEF),16,7.3,1963
0,0,The Nutty Professor,Jerry Lewis,love|teacher,107,Comedy|Romance|Family,Paramount Pictures|Jerry Lewis Enterprises,39,6.7,1963
0,0,This Sporting Life,Lindsay Anderson,sport,134,Drama,Julian Wintle/Leslie Parkyn Productions,11,5.8,1963
0,0,McLintock!,Andrew V. McLaglen,spanking|cigarette smoking|cattle baron,127,Comedy|Romance|Western,United Artists|Batjac Productions,23,5.7,1963
1000000,0,Jason and the Argonauts,Don Chaffey,hero|menace|bravery|adventure|vlies,104,Adventure|Family|Fantasy,Columbia Pictures Corporation|Morningside Productions,58,6.8,1963
0,0,X: The Man with the X-Ray Eyes,Roger Corman,casino|experiment|eye|belly dancing|independent film,79,Horror|Science Fiction|Thriller,Alta Vista Productions,22,6.3,1963
0,0,Billy Liar,John Schlesinger,train|ambrosia,93,Romance|Comedy|Drama,Vic Films Productions|Waterfall Prouctions,14,6.0,1963
0,0,The Haunted Palace,Roger Corman,h.p. lovecraft,87,Horror,Alta Vista Productions|American International Pictures (AIP),15,6.1,1963
0,0,The Servant,Joseph Losey,london|bachelor|lover|alcoholism|manservant,116,Drama,Associated British-PathÃ©|Elstree Distributors|Springbok Productions,18,6.2,1963
0,0,Lilies of the Field,Ralph Nelson,farm life|nuns,94,Comedy|Drama,Rainbow Productions,12,5.0,1963
0,0,The Prize,Mark Robson,nobel prize|nobel prize laureate|doppelganger,134,Drama|Mystery|Crime,Roxbury Productions,11,6.5,1963
0,0,The Kiss of the Vampire,Don Sharp,castle|vampire|crucifix|hammer horror,88,Horror,Hammer Film Productions|Universal International Pictures (UI),10,6.7,1963
18500000,131060248,Aliens,James Cameron,android|extraterrestrial technology|space marine|spaceman|cryogenics,137,Horror|Action|Thriller|Science Fiction,Twentieth Century Fox Film Corporation|SLM Production Group|Brandywine Productions,2027,7.6,1986
16000000,5900000,Highlander,Russell Mulcahy,new york|scotland|swordplay|sword|cut-off head,116,Adventure|Action|Fantasy,Davis-Panzer Productions|Thorn EMI Screen Entertainment,312,6.5,1986
6000000,138530565,Platoon,Oliver Stone,famous score|hero|mine|vietnam war|village,120,Drama|War|Action,Orion Pictures|Hemdale Film Corporation,650,7.3,1986
15000000,356830601,Top Gun,Tony Scott,lovesickness|loss of lover|fighter pilot|self-discovery|pilot,110,Drama|Action|Romance,Paramount Pictures,1046,6.6,1986
6000000,70136369,Ferris Bueller's Day Off,John Hughes,chicago|high school|aftercreditsstinger|duringcreditsstinger,103,Drama|Comedy,Paramount Pictures,755,7.3,1986
8000000,52287000,Stand by Me,Rob Reiner,based on novel|friendship|coming of age|railroad track|story within the story,89,Crime|Drama,Columbia Pictures,792,7.5,1986
0,0,AstÃ©rix chez les Bretons,Pino Van Lamsweerde,magic potion|pirate gang|galier|british|asterix,79,Family|Animation|Adventure|Comedy,Gaumont International|Gutenberghus,74,6.6,1986
0,84542002,An American Tail,Don Bluth,new york|cat|immigration|russia|mouse,80,Drama|Family|Animation|Adventure,Universal Pictures|Amblin Entertainment,181,6.6,1986
15000000,60629159,The Fly,David Cronenberg,mutant|mutation|experiment with human beings|to beam|scientist,96,Horror|Science Fiction,SLM Production Group|Brooksfilms,502,6.9,1986
17000000,6735922,Nine 1/2 Weeks,Adrian Lyne,sexual obsession|prostitute|women's sexual identity|broker|gallery owner,117,Drama|Romance,Producers Sales Organization (PSO)|Jonesfilm|Galactic Films|Triple Ajaxxx,90,5.9,1986
14000000,82424789,The Great Mouse Detective,Ron Clements|Burny Mattinson|David Michener|John Musker,london|detective|queen|sherlock holmes|cartoon mouse,74,Animation,Walt Disney Pictures|Silver Screen Partners,174,6.7,1986
40000000,1641825,Pirates,Roman Polanski,sea|booties|float|spanische kolonie|pirate,124,Adventure|Comedy,Carthago Films S.a.r.l.|Cominco|Accent Films,22,6.2,1986
0,0,Allan Quatermain and the Lost City of Gold,Gary Nelson,brother brother relationship|africa|riddle|gold|treasure,99,Action|Adventure|Comedy,Golan-Globus,32,4.4,1986
0,40697761,Short Circuit,John Badham,artificial intelligence|lightning|robot,98,Comedy|Family|Science Fiction,PSO International|David Foster Productions|TriStar Pictures,311,6.3,1986
6000000,8551228,Blue Velvet,David Lynch,small town|ear|suspense|independent film|policeman,120,Crime|Drama|Mystery|Thriller,De Laurentiis Entertainment Group (DEG),354,7.3,1986
24000000,133000000,Star Trek IV: The Voyage Home,Leonard Nimoy,saving the world|san francisco|uss enterprise-a|time travel|whale,119,Science Fiction|Adventure,Paramount Pictures,275,6.6,1986
37000000,37962774,Howard the Duck,Willard Huyck,duck|physicist|extraterrestrial|animal in title|anthropomorphism,110,Fantasy|Comedy|Science Fiction,Universal Pictures,105,4.9,1986
25000000,11000000,Big Trouble in Little China,John Carpenter,kung fu|chinatown|magic,99,Adventure|Fantasy|Action|Comedy,Twentieth Century Fox Film Corporation|TAFT Entertainment Pictures,347,6.7,1986
13800000,52293982,The Color of Money,Martin Scorsese,bar|billard|talent|sport|pool hustler,119,Drama,Silver Screen Partners|Touchstone Pictures,130,6.5,1986
20000000,77200000,The Name of the Rose,Jean-Jacques Annaud,christianity|library|inquisition|monk|poison,130,Drama|Thriller|Mystery,Zweites Deutsches Fernsehen (ZDF)|Les Films Ariane|RAI Radiotelevisione Italiana|Cristaldifilm,363,7.0,1986
25000000,12729917,Labyrinth,Jim Henson,maze|castle|puppet|surrealism|labyrinth,101,Adventure|Family|Fantasy,"Lucasfilm|TriStar Pictures|Jim Henson Company, The|Henson Associates (HA)",336,6.9,1986
0,49042224,Cobra,George P. Cosmatos,showdown|resistance|mannequin|prosecution|cop,87,Action|Crime|Thriller,Cannon Group|Golan-Globus|Warner Bros.,217,5.5,1986
0,5844868,The Hitcher,Robert Harmon,helicopter|mass murder|paranoia|highway|route 66,97,Horror|Action|Thriller,Silver Screen Partners|TriStar Pictures|HBO Pictures,62,6.6,1986
113,115103979,"The Karate Kid, Part II",John G. Avildsen,martial arts|karate|okinawa|revanche|self esteem,113,Adventure|Drama|Action|Romance|Family,Columbia Pictures Corporation|Delphi V Productions,211,5.8,1986
0,18564613,Flight of the Navigator,Randal Kleiser,artificial intelligence|farewell|homesickness|nasa|extraterrestrial technology,90,Family|Science Fiction|Adventure,Walt Disney Pictures|New Star Entertainment|Producers Sales Organization (PSO),119,6.7,1986
25000000,0,Â¡Three Amigos!,John Landis,mexico|hero|village|united statesâ€“mexico barrier|confusion,102,Comedy|Western,L.A. Films|Home Box Office (HBO),134,6.3,1986
8500000,16209459,Raw Deal,John Irvin,chicago|fbi|mafia boss|gangster|bomb attack,106,Action|Crime|Thriller,De Laurentiis Entertainment Group|Famous Films (II)|International Film Corporation,82,5.7,1986
5000000,328203506,Crocodile Dundee,Peter Faiman,new york|prostitute|hotel|journalist|culture clash,97,Adventure|Comedy,Paramount Pictures|Rimfire Films,248,6.2,1986
15000000,42724017,Heartbreak Ridge,Clint Eastwood,recruit|officer|battle assignment|marine|platoon,130,Action|Comedy|Drama|War,Malpaso Productions|Jay Weston Productions,121,6.5,1986
25000000,79817939,The Golden Child,Michael Ritchie,monk|social worker|wretch|tibet|demon,94,Action|Adventure|Comedy,Paramount Pictures,152,5.4,1986
0,71624879,Ruthless People,Jim Abrahams|David Zucker|Jerry Zucker,ransom|lover (female)|business man|kidnapping,93,Comedy,Touchstone Pictures,42,6.3,1986
19000000,40996665,Poltergeist II: The Other Side,Brian Gibson,indian|monster|poltergeist|supernatural powers|family secrets,91,Thriller|Horror,Metro-Goldwyn-Mayer (MGM),73,5.6,1986
10000000,54999651,The Money Pit,Richard Benjamin,rock star|price|chaos|house|home ownership,91,Comedy|Romance,Universal Pictures|Amblin Entertainment,137,6.4,1986
25000000,38748395,Little Shop of Horrors,Frank Oz,flower|solar eclipse|florist|assistant|plants,94,Horror|Comedy|Music,"Geffen Company, The|Warner Bros.",221,6.4,1986
0,0,Nothing in Common,Garry Marshall,parents kids relationship|divorce,118,Drama|Comedy|Romance,TriStar Pictures,16,5.6,1986
24500000,17218023,The Mission,Roland JoffÃ©,indian|brazil|mission|spanish|portuguese,126,Adventure|Drama|Action|History,Goldcrest Films International|AMLF|Warner Bros.|Enigma Productions|Kingsmere Productions Ltd.,127,6.8,1986
9000000,28607524,Hoosiers,David Anspaugh,father-son relationship|indiana|son|sport|basketball,114,Drama|Family,Orion Pictures|De Haven Productions,62,6.7,1986
3000000,19472057,Friday the 13th Part VI: Jason Lives,Tom McLoughlin,lightning|cemetery|mask|slasher|jason vorhees,86,Horror|Mystery|Thriller,Paramount Pictures,90,5.5,1986
0,14302779,The Mosquito Coast,Peter Weir,paradise|living together|power|governance|exit,119,Adventure|Drama,Warner Bros.,45,6.1,1986
4500000,1261000,From Beyond,Stuart Gordon,experiment with human beings|h.p. lovecraft|parallel universe,86,Horror|Science Fiction|Fantasy,Empire Pictures|Taryn Prov,36,5.8,1986
0,4662137,"No Retreat, No Surrender",Corey Yuen Kwai,showdown|russian|karate|training|hoodlum,85,Action,New World Pictures,45,6.2,1986
0,43579163,Police Academy 3: Back in Training,Jerry Paris,competition|governor,83,Action|Comedy|Crime,Warner Bros.|Police Academy Productions,115,5.4,1986
2000000,13167232,Critters,Stephen Herek,bounty hunter|small town|kansas|alien|brother sisterÂ ,82,Comedy|Horror|Science Fiction,New Line Cinema|Smart Egg Pictures|Sho Films,112,5.7,1986
0,40471663,Pretty in Pink,Howard Deutch,record store|lovesickness|class|secondhand|love,96,Comedy,Paramount Pictures,159,6.6,1986
4000000,2826523,Sid & Nancy,Alex Cox,punk rock|bassist|hanging from the ceiling,112,Drama|Music|Romance,Zenith Entertainment|Initial Pictures|U.K. Productions Entity,47,6.6,1986
0,5738952,Crossroads,Walter Hill,harmonica|blues|guitar duel,99,Drama|Music|Mystery|Romance,Columbia Pictures,32,6.7,1986
1500000,0,DÃ¨moni 2,Lamberto Bava,television|demon|apartment building,91,Horror|Fantasy,DACFILM Rome,25,5.4,1986
6400000,40084041,Hannah and Her Sisters,Woody Allen,writing|opera|thanksgiving|hypochondriac|television producer,107,Comedy|Drama,Orion Pictures,102,7.3,1986
4500000,0,Salvador,Oliver Stone,civil war|dictator|journalist|guerilla|loss of lover,123,Drama,Hemdale Film,22,6.3,1986
0,5706456,The Transformers: The Movie,Nelson Shin,toy|transformation,84,Animation,De Laurentiis Entertainment Group (DEG)|Marvel Productions|Sunbow Productions,70,7.2,1986
0,0,Jumpin' Jack Flash,Penny Marshall,cia|kgb|computer|chat|mole,100,Romance|Comedy|Thriller,20th Century Fox|Lawrence Gordon Productions,39,5.3,1986
14000000,62134225,Down and Out in Beverly Hills,Paul Mazursky,homeless person|swimming pool|wealth|dog|family,103,Comedy,Touchstone Pictures|Silver Screen Partners II,19,5.1,1986
0,0,The Big Easy,Jim McBride,corruption|investigation|police|murder|gang,102,Drama|Action|Crime|Mystery,Kings Road Entertainment,18,6.1,1986
10000000,7433663,Maximum Overdrive,Stephen King,man vs machine|gas station|roadhouse|apparats and technics|siege,97,Action|Drama|Horror|Science Fiction,De Laurentiis,68,5.4,1986
3000000,20966644,A Room with a View,James Ivory,kiss|bed and breakfast place|florence,117,Drama|Romance,Goldcrest Films International|National Film Finance Corporation (NFFC)|Curzon Film Distributors,80,6.6,1986
0,11949484,Firewalker,J. Lee Thompson,secret passage|martial arts|gold|treasure|temple,104,Action|Adventure|Comedy,Cannon Group|Golan-Globus Productions,25,4.9,1986
18000000,41382841,Peggy Sue Got Married,Francis Ford Coppola,time travel,103,Comedy|Drama|Fantasy|Romance,American Zoetrope|TriStar Pictures,57,5.7,1986
0,8362969,Something Wild,Jonathan Demme,new york|female nudity|sex|robbery|handcuffs,113,Action|Comedy|Drama|Romance,Orion Pictures|Religiosa Primitiva,28,6.6,1986
5000000,0,April Fool's Day,Fred Walton,island|castration|party|murder|decapitation,89,Horror|Mystery|Thriller,Paramount Pictures|Hometown Films|YCTM,29,6.1,1986
0,14481606,Psycho III,Anthony Perkins,schizophrenia|female nudity|prostitute|nun|nudity,93,Horror|Thriller,Universal Pictures,26,4.7,1986
0,0,Mona Lisa,Neil Jordan,london|prostitute|ex-detainee|chauffeur|hoodlum,104,Drama|Crime|Romance,HandMade Films,24,6.4,1986
0,0,Down by Law,Jim Jarmusch,prison|prostitute|pimp|fight|louisiana,107,Crime|Drama|Comedy,Island Pictures|Black Snake|Grokenberger Film Produktion,60,7.3,1986
0,6637565,Black Moon Rising,Harley Cokeliss,female nudity|robbery|assassin|shotgun|gun,100,Science Fiction|Action|Thriller,New World Pictures|Sequoia Productions,10,5.6,1986
111000,0,Henry: Portrait of a Serial Killer,John McNaughton,chicago|prostitute|rape|sadistic|nudity,83,Horror|Thriller|Crime|Drama,Maljack Productions,40,6.1,1986
2700000,3500000,The Wraith,Mike Marvin,male nudity|female nudity|sex|killing|sheriff,93,Romance|Science Fiction|Horror|Action|Crime,New Century Entertainment Corporation|Alliance Entertainment|Turbo Productions,48,5.9,1986
0,6797218,Trick or Treat,Charles Martin Smith,rock star|halloween|heavy metal|rock'n roll,98,Horror|Music,De Laurentiis Entertainment Group (DEG),16,5.0,1986
4700000,8025872,The Texas Chainsaw Massacre 2,Tobe Hooper,hammer|gore|slasher|chainsaw|b horror,101,Horror,Cannon Films,43,5.7,1986
0,91258000,Back to School,Alan Metter,college|whirlpool|clothing store|source music|poetry recitation,96,Comedy,Orion Pictures|Paper Clip Productions,45,6.6,1986
0,0,Heartburn,Mike Nichols,journalist|wife husband relationship|infidelity,108,Comedy|Drama|Romance,Paramount Pictures,23,6.2,1986
0,36611610,Gung Ho,Ron Howard,japan|usa|factory worker|factory|culture clash,111,Comedy|Drama,Paramount Pictures,22,6.2,1986
0,0,Tough Guys,Jeff Kanew,prison|train robbery,104,Comedy|Crime,Touchstone Pictures,11,4.9,1986
0,8988731,Deadly Friend,Wes Craven,crushed to death,91,Mystery|Drama|Horror|Science Fiction,Warner Bros.|Pan Arts|Layton,28,6.5,1986
0,20603715,F/X,Robert Mandel,corruption|detective|assassin|showdown|fbi,109,Crime|Thriller|Action,Orion Pictures|Dodi Fayed - Jack Wiener,34,6.1,1986
0,0,Luxo Jr.,John Lasseter,pixar animated short|luxo lamps|beach ball|father and child,2,Animation|Family,Pixar Animation Studios,81,7.3,1986
3000000,0,House,Steve Miner,vietnam war|haunted house|author,93,Comedy|Horror,New World Pictures,51,5.5,1986
12000000,4884663,Invaders from Mars,Tobe Hooper,space invasion|remake|alien invasion,100,Science Fiction,Cannon Pictures,20,5.1,1986
0,0,Clockwise,Christopher Morahan,england|chaos|pÃ¼nktlichkeit|principal|train,96,Comedy,Thorn EMI Screen Entertainment,19,5.7,1986
0,0,Running Scared,Peter Hyams,taxi|chicago|airport|bar|florida,107,Thriller|Action|Comedy|Crime,David Foster Productions|Turman-Foster Company|Metro-Goldwyn-Mayer (MGM),26,6.6,1986
18000000,3900000,The Manhattan Project,Marshall Brickman,bomb|helicopter|plutonium|laser|heist,118,Science Fiction|Thriller,Gladden Entertainment,11,6.0,1986
0,2015882,Rad,Hal Needham,bmx,91,Drama|Family,TriStar Pictures,15,7.4,1986
6500000,2347000,At Close Range,James Foley,rape|1970s|gun|sociopath|drug,111,Crime|Drama,Orion Pictures,21,6.0,1986
0,0,One Crazy Summer,Savage Steve Holland,aftercreditsstinger,89,Drama|Comedy|Romance|Family,A&M Films,21,6.7,1986
0,0,Round Midnight,Bertrand Tavernier,jazz|musical|biography,133,Drama,PECF|Little Bear,11,6.5,1986
0,0,Iron Eagle,Sidney J. Furie,dictator|father-son relationship|government|execution,117,Action|Thriller|War,TriStar Pictures,40,4.4,1986
0,0,Legal Eagles,Ivan Reitman,court case|client|lawyer|courtroom,116,Comedy|Crime|Drama|Romance|Thriller,Universal Pictures|Mirage Enterprises|Northern Lights Entertainment,22,5.3,1986
0,17768900,The Delta Force,Menahem Golan,terrorist|plane hijacking|covert opperations,125,Action|Thriller,Golan-Globus,43,5.0,1986
0,12303904,No Mercy,Richard Pearce,sex|louisiana|vigilante|revenge|murder,106,Action|Crime|Thriller,TriStar Pictures,13,5.3,1986
1100000,5450815,Troll,John Carl Buechler,troll|potter,82,Fantasy|Horror,Empire Pictures|Altar Productions,22,4.6,1986
0,0,Caravaggio,Derek Jarman,italy|male nudity|painter|gay kiss|artist,93,Drama|History,British Film Institute (BFI),13,4.7,1986
